endTime,artistName,trackName,msPlayed
2024-06-10 11:44,Swedish House Mafia,Don't You Worry Child - Radio Edit,212862
2024-06-10 11:49,Jaden,BYE,297186
2024-06-10 11:54,Dayglow,Can I Call You Tonight?,278769
2024-06-10 11:58,All Tvvins,Darkest Ocean,221752
2024-06-10 12:00,Empire Of The Sun,Music On The Radio,113762
2024-06-10 12:04,Olympic Ayres,Magic,240517
2024-06-10 12:05,Lowell,Palm Trees,2683
2024-06-10 12:05,¥$,BURN,111458
2024-06-10 12:08,Quavo,HOTEL LOBBY (Unc & Phew),142657
2024-06-10 12:55,The Royal Concept,On Our Way,194186
2024-06-10 12:58,FMLYBND,Come Alive,192011
2024-06-10 13:01,A$AP Rocky,Sundress,158205
2024-06-10 13:02,Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),59712
2024-06-10 13:06,Savoir Adore,Dreamers,230272
2024-06-10 13:07,French Montana,Unforgettable,60906
2024-06-10 13:48,Playboi Carti,Sky,4490
2024-06-10 13:51,Playboi Carti,Sky,188594
2024-06-10 13:54,Empire Of The Sun,Alive,204546
2024-06-11 01:42,Kid Cudi,Tequila Shots,108174
2024-06-11 01:45,Kid Cudi,Tequila Shots,85115
2024-06-11 01:49,Wiz Khalifa,The Thrill,234333
2024-06-11 03:36,Foster The People,Are You What You Want to Be?,270840
2024-06-11 03:39,Kendrick Lamar,N95,992
2024-06-11 03:39,The Weeknd,Less Than Zero,211814
2024-06-11 03:40,Hotel Ugly,Shut up My Moms Calling,2345
2024-06-11 03:45,Miami Horror,All It Ever Was,342316
2024-06-11 04:07,Jungle,Busy Earnin',123874
2024-06-11 04:07,Lil Baby,Drip Too Hard (Lil Baby & Gunna),4032
2024-06-11 04:07,Wallows,Are You Bored Yet? (feat. Clairo),1130
2024-06-11 04:07,Empire Of The Sun,Half Mast,533
2024-06-11 04:10,Wallows,Are You Bored Yet? (feat. Clairo),178000
2024-06-11 04:19,Warriyo,Mortals,450522
2024-06-11 15:27,M83,Midnight City,630
2024-06-11 15:27,Baby Keem,family ties (with Kendrick Lamar),1960
2024-06-11 15:27,Baby Keem,family ties (with Kendrick Lamar),199085
2024-06-11 15:27,Empire Of The Sun,Half Mast,610
2024-06-11 16:55,Warriyo,Mortals,166370
2024-06-11 16:56,Tommy Richman,MILLION DOLLAR BABY,1590
2024-06-11 16:56,Playboi Carti,ILoveUIHateU,1860
2024-06-11 16:56,Atlas Genius,Stockholm,2040
2024-06-11 16:56,Dynoro,Swimming In Your Eyes,1150
2024-06-11 16:57,Luke Willies,Don't Copy My Flow,79333
2024-06-12 06:54,Kenny G,The Moment,134116
2024-06-12 06:58,Kenny G,The Moment,227354
2024-06-12 07:01,Carly Rae Jepsen,I Really Like You,204763
2024-06-12 07:04,Lil Mosey,Noticed,165000
2024-06-12 07:07,Carly Rae Jepsen,I Really Like You,895
2024-06-12 07:07,Belly,Die For It (ft. Nas),105382
2024-06-12 07:07,Lil Mosey,Noticed,149
2024-06-12 07:08,Carly Rae Jepsen,I Really Like You,2218
2024-06-12 07:08,Kenny G,The Moment,213
2024-06-12 07:08,Kenny G,The Moment,82730
2024-06-12 08:10,Luke Willies,Don't Copy My Flow,79333
2024-06-12 10:03,Kenny G,The Moment,65723
2024-06-12 10:05,Luke Willies,Don't Copy My Flow,79333
2024-06-12 10:13,Kenny G,The Moment,361466
2024-06-12 11:40,Carly Rae Jepsen,I Really Like You,2996
2024-06-12 11:40,Carly Rae Jepsen,I Really Like You,55058
2024-06-12 11:43,Lil Mosey,Noticed,165000
2024-06-12 13:01,Belly,Die For It (ft. Nas),170611
2024-06-12 13:02,Kanye West,No More Parties In LA,60952
2024-06-12 13:06,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),202466
2024-06-12 13:08,DaBaby,BOP,159714
2024-06-12 13:09,Akcent,Stay With Me,1160
2024-06-12 13:09,Saint Raymond,Wild Heart,1230
2024-06-12 13:09,Lil Uzi Vert,Paradise,22733
2024-06-12 13:09,Royal Teeth,Wild,1416
2024-06-12 13:09,Simple Plan,Perfect,1137
2024-06-12 13:09,Bruno Mars,Leave The Door Open,1973
2024-06-12 13:09,Birdy,Wings,1811
2024-06-12 13:09,Scorpions,Wind Of Change,3970
2024-06-12 13:09,Don Omar,Danza Kuduro,1346
2024-06-12 13:09,Sean Paul,No Lie,4643
2024-06-12 13:09,Empire Of The Sun,Standing On The Shore,1695
2024-06-12 13:09,The Chieftains,The Foggy Dew (with Sinéad O'Connor),1973
2024-06-12 13:09,Kid Cudi,Pursuit Of Happiness (Nightmare),1811
2024-06-12 13:09,Calvin Harris,Summer,1625
2024-06-12 13:09,The Cranberries,Zombie,1695
2024-06-12 13:09,Chris Lorenzo,California Dreamin' (feat. High Jinx) (LP Giobbi Remix),16346
2024-06-12 13:10,Lil Uzi Vert,Team Rocket,8684
2024-06-12 13:11,DripReport,Skechers,10797
2024-06-12 13:11,Tears For Fears,The World Is Yours To Take - Budweiser Anthem Of The FIFA World Cup 2022,71169
2024-06-12 13:14,Stormzy,Vossi Bop,196266
2024-06-12 13:16,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,85262
2024-06-12 13:19,BROCKHAMPTON,SWIM,213375
2024-06-12 13:20,J. Cole,Wet Dreamz,2229
2024-06-12 13:20,Bon Iver,Holocene,1648
2024-06-12 13:20,Matrix & Futurebound,Control,3529
2024-06-12 13:20,Taio Cruz,Dynamite,60979
2024-06-12 13:20,Shakewell,Leglock,1996
2024-06-12 15:56,Matrix & Futurebound,Control,201897
2024-06-12 15:57,Luke Willies,Don't Copy My Flow,33621
2024-06-12 15:59,A$AP Rocky,Sundress,158205
2024-06-12 16:02,Kanye West,No Child Left Behind,178061
2024-06-12 16:05,Roddy Ricch,The Box,157196
2024-06-12 16:07,Baby Keem,family ties (with Kendrick Lamar),30953
2024-06-12 16:11,Kanye West,Hurricane,243187
2024-06-12 17:03,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),221746
2024-06-13 06:13,Daft Punk,Instant Crush (feat. Julian Casablancas),2921
2024-06-13 06:16,Zack Bia,One Of Those Days (feat. Lil Yachty & with 347aidan),147025
2024-06-13 06:17,Central Cee,LET GO,47082
2024-06-13 06:17,Rihanna,Only Girl (In The World),3018
2024-06-13 06:21,The Maccabees,Unknow,19983
2024-06-13 06:21,Teddybears,Sunshine,2577
2024-06-13 06:21,Lil Uzi Vert,Myron,2229
2024-06-13 06:21,Ghost,Mary On A Cross,244804
2024-06-13 06:22,¥$,PAPERWORK,1230
2024-06-13 06:22,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),3506
2024-06-13 06:22,Empire Of The Sun,Concert Pitch,2832
2024-06-13 06:22,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),3668
2024-06-13 06:22,Sunday Scaries,Don't You Cry,2113
2024-06-13 06:22,Backstreet Boys,Show Me the Meaning of Being Lonely,2205
2024-06-13 06:22,Coldplay,Adventure of a Lifetime,1950
2024-06-13 06:22,Stormzy,Own It (feat. Ed Sheeran & Burna Boy),3041
2024-06-13 06:22,R. City,Locked Away (feat. Adam Levine),8428
2024-06-13 06:22,Gareth Emery,Sanctuary,1718
2024-06-13 06:22,Caesars,Jerk It Out,2020
2024-06-13 06:22,John Legend,All of Me,2809
2024-06-13 06:22,NONONO,Pumpin Blood,1486
2024-06-13 06:22,Lil Uzi Vert,Just Wanna Rock,4481
2024-06-13 06:22,Arctic Monkeys,Why'd You Only Call Me When You're High?,2693
2024-06-13 06:22,Lil Dann,Family Freestyle,1973
2024-06-13 06:22,The Weeknd,Out of Time,1950
2024-06-13 06:22,Phil Collins,One More Night - 2016 Remaster,2066
2024-06-13 06:22,Slaptop,Sunrise,7476
2024-06-13 06:26,Skylar Grey,Cannonball,235426
2024-06-13 06:27,The Strokes,Why Are Sundays So Depressing,44245
2024-06-13 06:28,Carly Rae Jepsen,I Really Like You,28630
2024-06-13 06:30,BOI WHAT,Just a Pineapple,141176
2024-06-13 06:34,Bruno Mars,It Will Rain,13955
2024-06-13 06:34,The Chieftains,The Foggy Dew (with Sinéad O'Connor),256592
2024-06-13 06:35,Arctic Monkeys,Mad Sounds,34040
2024-06-13 06:35,Parcels,Overnight,7569
2024-06-13 06:35,Lana Del Rey,Summertime Sadness,4179
2024-06-13 06:39,Zemaria,The Space Ahead,196280
2024-06-13 06:43,Michael Jackson,Beat It,258400
2024-06-13 06:47,Young the Giant,Cough Syrup,249520
2024-06-13 06:50,21 Savage,red sky,176835
2024-06-13 06:53,Avicii,SOS (feat. Aloe Blacc),157202
2024-06-13 06:57,John Mayer,New Light,6866
2024-06-13 06:57,Youngblood Hawke,We Come Running,248800
2024-06-13 07:01,Childish Gambino,3005,234215
2024-06-13 08:16,The Chainsmokers,Paris,111006
2024-06-13 08:18,The Chainsmokers,Paris,110428
2024-06-13 08:21,Kid Cudi,Sky Might Fall,220906
2024-06-13 09:09,Colbie Caillat,Bubbly,196226
2024-06-13 09:13,NAV,Myself,226040
2024-06-13 10:26,J. Cole,Power Trip (feat. Miguel),241160
2024-06-13 10:31,Jaden,BYE,296048
2024-06-13 10:34,Gunna,mop (feat. Young Thug),185213
2024-06-13 10:37,Polo G,Don't Believe The Hype,174968
2024-06-13 10:41,Birdy,Wings,252106
2024-06-13 10:44,Lil Uzi Vert,Lo Mein,195299
2024-06-13 10:49,Kanye West,Big Brother,287560
2024-06-13 10:52,Jonas Blue,Perfect Strangers,196613
2024-06-13 20:09,All Tvvins,Darkest Ocean,3882
2024-06-13 20:09,Dayglow,Can I Call You Tonight?,2133
2024-06-13 20:09,Jonah Kagen,The Roads,240667
2024-06-13 20:14,Beck,Dreams,314486
2023-05-18 20:36,Apocalipsa,חיוך של גוקר,44990
2023-10-08 21:41,elricfd,sleep,261226
2023-10-09 02:09,elricfd,sleep,1960
2023-10-09 02:09,Eternal,Sleep,0
2023-10-09 02:10,elricfd,sleep,1408
2023-10-09 02:10,Eternal,Sleep,1685
2023-10-09 02:36,elricfd,sleep,569255
2023-10-09 02:37,Eternal,Sleep,19940
2023-10-09 02:42,elricfd,sleep,263143
2023-10-09 02:43,Eternal,Sleep,23375
2023-10-09 02:51,elricfd,sleep,352700
2023-10-09 02:54,S-X,Neither Would I,183906
2023-10-09 05:11,Warriyo,Mortals,79608
2023-10-09 07:38,Warriyo,Mortals,7210
2023-10-09 07:38,Teeth,See Spaces,2901
2023-10-09 07:42,NF,GONE,246118
2023-10-09 07:53,Kendrick Lamar,Money Trees,386906
2023-10-09 08:15,Lil Uzi Vert,Erase Your Social,183169
2023-10-09 08:22,elricfd,sleep,316575
2023-10-09 08:23,Imagine Dragons,Warriors,2229
2023-10-09 08:27,Kendrick Lamar,All The Stars (with SZA),232186
2023-10-09 11:06,Trippie Redd,Topanga,215364
2023-10-09 11:09,Baby Keem,16,156040
2023-10-09 11:12,Mac Miller,The Spins,195873
2023-10-09 11:24,Kendrick Lamar,Money Trees,78060
2023-10-09 11:43,elricfd,sleep,154820
2023-10-09 11:45,S-X,Neither Would I,103017
2023-10-09 11:47,Playboi Carti,Shoota (feat. Lil Uzi Vert),130821
2023-10-09 11:55,Warriyo,Mortals,114195
2023-10-09 11:55,Young the Giant,Mind Over Matter,789
2023-10-09 11:59,Moneybagg Yo,Where Ya Bih @,186845
2023-10-09 11:59,Ruth B.,Dandelions,6851
2023-10-09 12:00,Moneybagg Yo,Where Ya Bih @,55704
2023-10-09 12:00,Teddybears,Sunshine,2229
2023-10-09 12:00,Elijah Waters,Lose Control,3204
2023-10-09 12:00,Rock Mafia,The Big Bang,1973
2023-10-09 12:00,Ruth B.,Dandelions,743
2023-10-09 12:00,Ramz,Barking,2763
2023-10-09 12:01,Lil Uzi Vert,Money Longer,2275
2023-10-09 12:04,Ever,Everything New (feat. Lil Baby & Q Da Fool),4450
2023-10-09 12:04,DaBaby,Masterpiece,181714
2023-10-09 12:08,Vegedream,Ramenez la coupe à la maison,235555
2023-10-09 13:33,mgk,el Diablo,10775
2023-10-09 13:35,Miike Snow,Paddling Out,121822
2023-10-09 13:39,Kanye West,Bound 2,229146
2023-10-09 13:41,Clement Marfo & the Frontline,Us Against the World,111268
2023-10-09 13:41,Ayo & Teo,Rolex,2298
2023-10-09 13:44,The Weeknd,Often - Kygo Remix,159428
2023-10-09 13:44,Shakira,Chantaje (feat. Maluma),5781
2023-10-09 13:46,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",22476
2023-10-09 13:46,Shouse,Love Tonight (Edit),2066
2023-10-09 13:46,Crystal Fighters,Love Natural,4713
2023-10-09 13:46,KAWALA,Ticket To Ride,45348
2023-10-09 13:46,Dum Dum Girls,It Only Takes One Night,2368
2023-10-09 13:47,The Wanted,Glad You Came,41958
2023-10-09 13:47,Frank Ocean,Ivy,7592
2023-10-09 13:47,Fleetwood Mac,Dreams - 2004 Remaster,2809
2023-10-09 13:47,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),2205
2023-10-09 13:47,Julieta Venegas,Me Voy,1811
2023-10-09 13:56,Savoir Adore,Dreamers,249260
2023-10-09 14:20,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),2922
2023-10-09 14:20,Dire Straits,Brothers In Arms - Remastered 1996,367309
2023-10-09 14:22,Vakero,Tu Pai,128597
2023-10-09 14:25,Quavo,HOTEL LOBBY (Unc & Phew),142657
2023-10-09 14:28,Lil Uzi Vert,F.F.,190142
2023-10-09 14:33,Juice WRLD,Fast,208517
2023-10-09 14:36,Imagine Dragons,On Top Of The World,192280
2023-10-09 14:40,Kanye West,Lost In The World,256586
2023-10-09 15:08,Giveon,Heartbreak Anniversary,1621
2023-10-09 15:08,Nothing But Thieves,Trip Switch,149694
2023-10-09 15:10,Travis Scott,YOSEMITE,150043
2023-10-09 15:13,Trippie Redd,How You Feel,1996
2023-10-09 15:13,Lil Baby,Same Thing,2252
2023-10-09 15:13,The Weeknd,Less Than Zero,154634
2023-10-09 15:13,Denzel Curry,The Last,2136
2023-10-09 15:14,Coldplay,Higher Power,2647
2023-10-09 15:18,Skrillex,Scary Monsters and Nice Sprites,1834
2023-10-09 15:18,Coldplay,Adventure of a Lifetime,3738
2023-10-09 15:18,Unknown Mortal Orchestra,Can’t Keep Checking My Phone,1811
2023-10-09 15:18,Lil Baby,Life Goes On,2020
2023-10-09 15:18,M24,London (feat. Tion Wayne),2623
2023-10-09 15:18,Kanye West,Pure Souls,260597
2023-10-09 15:18,Drake,Fair Trade (with Travis Scott),1880
2023-10-09 15:23,KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",2020
2023-10-09 15:23,Drake,Passionfruit,273809
2023-10-09 15:27,Pop Smoke,What You Know Bout Love,15905
2023-10-09 15:27,Colbie Caillat,Bubbly,1741
2023-10-09 15:27,Backstreet Boys,Show Me the Meaning of Being Lonely,229134
2023-10-09 15:27,The Heavy,Turn Up,2414
2023-10-09 15:27,Young Thug,Bad Bad Bad (feat. Lil Baby),1857
2023-10-09 15:27,Lil Uzi Vert,Ps & Qs,2136
2023-10-09 15:27,Avicii,The Nights,4574
2023-10-09 15:27,Young the Giant,Mind Over Matter,1648
2023-10-09 15:29,The Neighbourhood,Sweater Weather,5944
2023-10-09 15:29,Tory Lanez,Lady Of Namek,3622
2023-10-09 15:29,Travis Scott,HYAENA,107879
2023-10-09 15:29,KSI,No Time (feat. Lil Durk),1834
2023-10-09 15:30,Phoenix,Lisztomania,10216
2023-10-09 15:30,Survivor,"Burning Heart - From ""Rocky IV"" Soundtrack",4574
2023-10-09 15:30,Twenty One Pilots,Ride,69845
2023-10-09 15:31,Bomba Estéreo,Soy Yo,43932
2023-10-09 15:34,Roddy Ricch,The Box,152346
2023-10-09 17:36,Milky Chance,Stolen Dance,597
2023-10-09 17:36,Roddy Ricch,The Box,533
2023-10-09 17:36,Teddybears,Sunshine,1109
2023-10-09 17:36,JAY-Z,Empire State Of Mind,789
2023-10-09 17:38,SABAI,Scared,124885
2023-10-09 19:25,SABAI,Scared,179280
2023-10-09 19:29,Skylar Grey,Cannonball,92049
2023-10-09 19:30,David Guetta,Memories (feat. Kid Cudi),28842
2023-10-09 19:51,Skylar Grey,Cannonball,725
2023-10-09 19:51,Michael Jackson,You Rock My World - Radio Edit,1087
2023-10-09 19:51,Lil Uzi Vert,Prices,3946
2023-10-09 19:51,Drake,Circo Loco,874
2023-10-09 19:51,Kanye West,Wash Us In The Blood,896
2023-10-09 19:53,AURORA,Runaway,73834
2023-10-09 19:59,Frank Ocean,Nights,307151
2023-10-09 20:02,Flume,Never Be Like You,195815
2023-10-10 02:33,The Rare Occasions,Notion,2218
2023-10-10 02:33,Flume,Never Be Like You,2346
2023-10-10 02:36,The Lumineers,Ophelia,160097
2023-10-10 02:39,TV Girl,Not Allowed,167864
2023-10-10 02:45,Bastille,Good Grief,3304
2023-10-10 02:50,elricfd,sleep,263143
2023-10-10 02:50,Elijah Waters,Lose Control,2807
2023-10-10 02:50,Young Thug,Hate The Game,25704
2023-10-10 02:50,Nico & Vinz,When the Day Comes,1787
2023-10-10 02:51,Sean Paul,No Lie,3831
2023-10-10 02:53,24kGoldn,Mood (feat. iann dior),2020
2023-10-10 02:53,Swedish House Mafia,Moth To A Flame (with The Weeknd),1671
2023-10-10 02:53,Bad Bunny,Ojitos Lindos,118700
2023-10-10 02:53,ABBA,Angeleyes,1857
2023-10-10 02:53,Rihanna,FourFiveSeconds,2089
2023-10-10 02:53,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1834
2023-10-10 02:53,KSI,Pull Up,1764
2023-10-10 02:53,Arctic Monkeys,Why'd You Only Call Me When You're High?,2484
2023-10-10 02:53,Fivio Foreign,City of Gods,1532
2023-10-10 02:53,Landon Cube,Down & Out,1625
2023-10-10 02:53,Frank Ocean,White Ferrari,1764
2023-10-10 10:58,Mark Ronson,Record Collection,130078
2023-10-10 11:02,elricfd,sleep,263143
2023-10-10 11:06,Avicii,Waiting For Love,230613
2023-10-10 11:09,Calvin Harris,Summer,187550
2023-10-10 11:11,Lil Uzi Vert,20 Min,118027
2023-10-10 11:11,Birdy,Skinny Love,3877
2023-10-10 11:12,Polo G,Be Something,42190
2023-10-10 11:14,Goodboys,Bongo Cha Cha Cha,3831
2023-10-10 11:14,Lil Yachty,66,126595
2023-10-10 11:15,Adrian Lux,Can't Sleep - Radio Edit,90906
2023-10-10 11:22,Kendrick Lamar,Father Time (feat. Sampha),222497
2023-10-10 11:27,Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",256026
2023-10-10 11:33,Lemaitre,We Got U,45550
2023-10-10 11:38,Taylor Swift,You Belong With Me (Taylor’s Version),3900
2023-10-10 11:38,Groove Armada,Paper Romance,260568
2023-10-10 11:38,The Rare Occasions,Notion,9311
2023-10-10 11:38,The Weeknd,In Your Eyes,7476
2023-10-10 11:38,Travis Scott,SICKO MODE,1253
2023-10-10 11:38,Ruth B.,Dandelions,1068
2023-10-10 11:39,Kanye West,Welcome To Heartbreak,18947
2023-10-10 11:39,Gareth Emery,Sanctuary,1811
2023-10-10 11:39,Phil Collins,Look Through My Eyes,26563
2023-10-10 11:40,Adele,Rolling in the Deep,76620
2023-10-10 12:04,NF,GONE,125380
2023-10-10 12:07,The Griswolds,16 Years,2080
2023-10-10 12:07,The Weeknd,Party Monster,162240
2023-10-10 12:09,Vance Joy,Mess Is Mine,2580
2023-10-10 12:09,Kanye West,No Child Left Behind,3640
2023-10-10 12:09,The Game,Hate It Or Love It,157240
2023-10-10 12:09,Kid Cudi,Tequila Shots,1870
2023-10-10 12:09,Kanye West,Hurricane,2270
2023-10-10 12:09,Young Thug,Livin It Up (with Post Malone & A$AP Rocky),1720
2023-10-10 12:12,Playboi Carti,Shoota (feat. Lil Uzi Vert),145040
2023-10-10 12:14,Wallows,Remember When,155146
2023-10-10 12:17,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),172093
2023-10-10 12:42,Imagine Dragons,Shots - Broiler Remix,315090
2023-10-10 12:45,Owl City,Fireflies,11610
2023-10-10 12:45,Kanye West,All Of The Lights,2330
2023-10-10 12:45,Lil Wayne,Mr. Carter,3862
2023-10-10 12:45,Quavo,HOTEL LOBBY (Unc & Phew),142657
2023-10-10 12:45,Bang La Decks,Utopia - Radio Edit,2620
2023-10-10 12:57,Nova Rogue,Still I Rise,1130
2023-10-10 12:57,Juice WRLD,The Light,740
2023-10-10 12:57,No Wyld,Let Me Know,740
2023-10-10 12:57,All Tvvins,Darkest Ocean - Radio Edit,1970
2023-10-10 12:57,Prides,Out Of The Blue,1070
2023-10-10 12:57,French Montana,Unforgettable,80190
2023-10-10 13:00,Imagine Dragons,Shots - Broiler Remix,191560
2023-10-10 13:24,Travis Scott,YOSEMITE,150043
2023-10-10 13:27,Flux Pavilion,Pull The Trigger - Maduk Remix,187950
2023-10-10 13:29,Empire Of The Sun,On Our Way Home,113197
2023-10-10 13:33,Lil Yachty,WE SAW THE SUN!,225581
2023-10-10 14:43,Matrix & Futurebound,Control,228969
2023-10-10 14:46,Empire Of The Sun,Alive,204546
2023-10-10 14:49,Empire Of The Sun,We Are The People,130646
2023-10-10 19:51,Empire Of The Sun,We Are The People,136744
2023-10-10 19:58,Money Man,24 (feat. Lil Baby),5283
2023-10-11 02:53,Stormzy,Vossi Bop,2252
2023-10-11 02:53,Groove Armada,Paper Romance,319265
2023-10-11 02:53,benny blanco,Eastside (with Halsey & Khalid),1996
2023-10-11 02:53,Lana Del Rey,Summertime Sadness,1973
2023-10-11 02:53,Apocalipsa,הכל ורוד,3715
2023-10-11 02:56,Juice WRLD,Sometimes,160635
2023-10-11 02:57,A.R. Rahman,Mersalaayitten,1439
2023-10-11 02:57,Kid Cudi,Scott Mescudi Vs. The World,82175
2023-10-11 02:57,BROCKHAMPTON,CASH,5387
2023-10-11 02:57,SEB,seaside_demo,2298
2023-10-11 02:57,Our Last Night,drivers license,4272
2023-10-11 02:57,Miike Snow,Paddling Out,1091
2023-10-11 02:57,Crystal Fighters,Love Natural,2345
2023-10-11 02:57,Coldplay,The Scientist,1950
2023-10-11 02:57,Coldplay,Yellow,2554
2023-10-11 02:57,Hilltop Hoods,Still Standing,1114
2023-10-11 02:57,Two Door Cinema Club,I Can Talk,2020
2023-10-11 02:57,Rudimental,Waiting All Night (feat. Ella Eyre),6106
2023-10-11 02:58,Kendrick Lamar,Father Time (feat. Sampha),1532
2023-10-11 02:58,Lil Yachty,the BLACK seminole.,1184
2023-10-11 02:58,Lil Yachty,WE SAW THE SUN!,1021
2023-10-11 02:58,Stephen Sanchez,Until I Found You,208
2023-10-11 02:58,Kid Cudi,Mr. Rager,975
2023-10-11 02:58,Childish Gambino,3005,998
2023-10-11 02:58,Jaden,BYE,952
2023-10-11 02:58,Stormzy,Audacity (feat. Headie One),2136
2023-10-11 03:21,elricfd,sleep,263143
2023-10-11 03:26,Ellie Goulding,On My Mind,183727
2023-10-11 03:26,Kanye West,Wash Us In The Blood,1877
2023-10-11 03:27,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",1621
2023-10-11 03:32,AURORA,Conqueror,207506
2023-10-11 04:07,DVBBS,Losing Sleep,98201
2023-10-11 04:13,Lil Uzi Vert,XO Tour Llif3,182706
2023-10-11 04:18,Khalid,8TEEN,228600
2023-10-11 04:24,Kid Cudi,Sad People,4557
2023-10-11 04:24,Denzel Curry,Ultimate,1045
2023-10-11 04:29,Kanye West,All Falls Down,161429
2023-10-11 04:34,Kid Cudi,Pursuit Of Happiness (Nightmare),295293
2023-10-11 04:38,Post Malone,Circles,215280
2023-10-11 04:41,Khalid,Young Dumb & Broke,202546
2023-10-11 04:45,Drake,Rich Flex,239359
2023-10-11 04:45,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2042
2023-10-11 04:49,Juice WRLD,Lucid Dreams,239835
2023-10-11 04:59,Juice WRLD,Life's A Mess (feat. Halsey),202193
2023-10-11 04:59,Quinn XCII,Stacy,3626
2023-10-11 05:47,Franky Wah,Not In Love (feat. LOWES),223129
2023-10-11 05:49,Raury,Crystal Express,118956
2023-10-11 05:49,Kanye West,Lost In The World,1857
2023-10-11 05:52,Young Thug,Livin It Up (with Post Malone & A$AP Rocky),170597
2023-10-11 06:12,Kanye West,Hurricane,682
2023-10-11 06:12,Young Thug,Livin It Up (with Post Malone & A$AP Rocky),42
2023-10-11 06:14,Kygo,Raging (feat. Kodaline),76928
2023-10-11 07:14,Social House,Magic In The Hamptons (feat. Lil Yachty),111389
2023-10-11 07:15,Adrian Lux,Can't Sleep - Radio Edit,1747
2023-10-11 07:15,Kygo,Raging (feat. Kodaline),147566
2023-10-11 07:15,Maroon 5,Maps,9636
2023-10-11 07:16,Denzal Park,I'm A Drum-Machine - Radio Edit,2809
2023-10-11 07:16,Mr.Kitty,After Dark,1230
2023-10-11 07:16,Twenty One Pilots,Stressed Out,1857
2023-10-11 07:16,Russ Millions,6:30,1857
2023-10-11 07:16,J. Cole,No Role Modelz,1741
2023-10-11 07:16,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1648
2023-10-11 07:16,NF,Let You Down,2716
2023-10-11 07:16,Pop Smoke,Mood Swings (feat. Lil Tjay),2321
2023-10-11 07:16,Kendrick Lamar,All The Stars (with SZA),10565
2023-10-11 07:16,Lil Yachty,The Alchemist.,2089
2023-10-11 07:20,Mr.Kitty,After Dark,243623
2023-10-11 11:00,Mr.Kitty,After Dark,15407
2023-10-11 11:03,Pop Smoke,Mood Swings (feat. Lil Tjay),213333
2023-10-11 11:05,Kanye West,Violent Crimes,117691
2023-10-11 11:05,Kwabs,Walk,2623
2023-10-11 11:05,Culture Code,Make Me Move,4992
2023-10-11 12:08,Lil Wayne,Mr. Carter,316266
2023-10-11 12:09,J. Cole,Wet Dreamz,84344
2023-10-11 12:10,Drake,Headlines,14396
2023-10-11 12:10,Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),2089
2023-10-11 12:10,Cat Burns,go (feat. Loski & Russ Millions),3622
2023-10-11 12:10,Lil Uzi Vert,Yessirskiii,1671
2023-10-11 12:10,Gloria Gaynor,I Will Survive,2391
2023-10-11 12:10,Kanye West,Stronger,37662
2023-10-11 12:14,ABBA,Angeleyes,219800
2023-10-11 12:14,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,6222
2023-10-11 12:15,Ana Tijoux,1977,1811
2023-10-11 12:15,Alan Walker,The Drum,7569
2023-10-11 12:15,Metro Boomin,10 Freaky Girls (with 21 Savage),8126
2023-10-11 12:15,The Mountains,The Valleys,1648
2023-10-11 12:15,Coldplay,Viva La Vida,1927
2023-10-11 12:18,The Mountains,The Valleys,219362
2023-10-11 12:20,Alesso,In My Blood,1044
2023-10-11 12:20,Quinn XCII,U & Us,1578
2023-10-11 12:20,Khalid,8TEEN,2391
2023-10-11 12:20,Coldplay,Viva La Vida,76772
2023-10-11 12:20,Dum Dum Girls,It Only Takes One Night,5665
2023-10-11 14:02,Shouse,Love Tonight (Edit),241970
2023-10-11 14:04,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),149255
2023-10-11 14:08,Galantis,In My Head,184157
2023-10-11 14:09,Approaching Nirvana,Mount Olympus,2995
2023-10-11 14:09,Fleetwood Mac,Dreams - 2004 Remaster,65294
2023-10-11 14:12,Russ Millions,BABA (Toma Tussi),2020
2023-10-11 14:12,Gareth Emery,Sanctuary,2020
2023-10-11 14:12,Bastille,Hangin',189962
2023-10-11 14:12,Kanye West,Wash Us In The Blood,2948
2023-10-11 14:12,Lil Uzi Vert,CIGARETTE,2693
2023-10-11 14:15,Post Malone,Overdrive,2345
